,,,,,7,16,14,10,9,9,8,2,8,7,9,11
Sexual Offences,Tower Hamlets,795,,,0,0,0,0,0,0,0,0,0,0,2,0
,,,,,3,2,5,2,1,5,3,3,4,1,3,0
Theft,Tower Hamlets,9449,,,0,1,3,0,0,2,1,1,5,2,1,2
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,3,6,0,0,2,0,3,4,4,1,1,2
,,,,,0,0,1,1,0,0,2,1,0,1,3,1
Vehicle Offences,Tower Hamlets,4251,,,6,3,1,2,1,1,1,0,1,1,2,1
,,,,,5,5,8,7,5,4,6,7,10,4,4,6
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,13,18,19,10,20,11,22,11,16,14,6,15
Violence Against the Person,Tower Hamlets,8658,,,0,1,0,2,4,1,3,1,1,0,0,0
,,,,,1,3,5,3,1,3,6,1,1,0,2,1
,,,,,16,11,18,9,10,15,23,16,8,13,10,12
Arson and Criminal Damage,Waltham Forest,1688,,,22,16,15,12,12,19,17,28,18,8,20,21
,,,,,74,97,110,115,131,131,141,144,132,145,129,122
Burglary,Waltham Forest,1962,,,27,30,32,24,32,50,43,35,25,43,27,45
,,,,,0,1,0,0,0,1,0,1,0,0,1,0
Drug Offences,Waltham Forest,1784,,,9,6,6,24,8,7,6,11,5,6,16,17
,,,,,171,170,177,197,197,172,208,167,234,253,235,164
Miscellaneous Crimes Against Society,Waltham Forest,294,,,43,35,47,31,25,52,38,36,38,52,40,26
,,,,,35,27,19,30,26,31,23,27,30,30,20,21
,,,,,88,71,93,119,151,125,139,137,121,111,80,76
,,,,,449,501,576,535,553,497,588,523,527,639,533,530
,,,,,113,109,115,119,116,140,119,131,101,95,93,97
,,,,,207,256,306,294,296,259,291,311,408,492,381,261
,,,,,5,0,5,2,3,4,3,4,5,6,4,1
,,,,,55,62,61,57,42,56,27,26,49,53,39,54
,,,,,206,180,228,158,181,171,105,182,238,198,201,225
,,,,,75,73,107,122,112,95,108,91,97,86,87,76
,,,,,1,1,0,1,1,1,0,0,0,2,0,0
,,,,,277,270,297,279,278,312,324,299,252,253,282,220
,,,,,470,425,480,460,504,494,483,455,460,452,436,497
,,,,,5,4,1,6,1,4,6,3,3,4,4,2
,,,,,98,90,87,83,129,98,94,81,76,85,103,85
,,,,,22,25,12,18,20,20,19,16,18,17,14,15
,,,,,113,101,106,94,70,88,71,82,83,136,122,79
,,,,,3,4,2,2,6,2,4,1,1,1,2,4
Possession of Weapons,Waltham Forest,248,,,49,37,45,50,49,55,56,41,47,37,45,42
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0,0,0,0,1,0
,,,,,0,0,0,0,0,0,0,0,0,0,0,2
Public Order Offences,Waltham Forest,1253,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1,0,0,3,2,0,1,0,0,0,1,0
,,,,,3,2,0,2,1,0,2,0,0,0,1,0
,,,,,1,2,0,0,1,0,0,1,2,1,0,0
Robbery,Waltham Forest,838,,,3,4,5,6,3,2,2,3,1,2,8,2
,,,,,0,0,3,3,6,2,2,0,1,0,0,0
Sexual Offences,Waltham Forest,493,,,0,2,4,6,0,1,3,0,3,3,3,1
,,,,,0,1,0,0,0,1,0,1,1,3,0,1
Theft,Waltham Forest,5185,,,1,0,0,0,0,0,0,0,0,0,0,0
,,,,,0,1,0,1,0,1,0,0,0,0,0,0
,,,,,4,2,3,2,2,3,3,6,4,7,1,7
,,,,,0,0,0,0,0,0,0,0,0,1,1,1
Vehicle Offences,Waltham Forest,4345,,,3,7,12,4,5,4,6,2,3,7,2,3
,,,,,0,0,0,0,0,0,1,0,0,1,1,0
,,,,,0,0,1,0,1,0,3,0,1,0,0,0
,,,,,2,3,3,3,4,2,4,0,4,2,3,2
Violence Against the Person,Waltham Forest,6137,,,6,9,9,6,7,9,9,12,12,14,7,5
,,,,,23,65,57,68,64,47,65,53,60,66,48,43
,,,,,19,6,10,12,18,33,17,17,10,10,11,13
Arson and Criminal Damage,Wandsworth,1640,,,2,4,1,2,0,5,2,3,5,7,8,4
,,,,,11,26,22,14,32,19,21,22,24,24,18,13
Burglary,Wandsworth,2723,,,24,23,10,17,24,20,13,13,15,8,15,14
,,,,,7,16,6,6,4,5,7,10,2,9,9,5
Drug Offences,Wandsworth,957,,,13,12,2,16,13,12,19,25,10,14,13,10
,,,,,113,96,109,108,130,102,116,116,106,101,112,97
Miscellaneous Crimes Against Society,Wandsworth,287,,,62,70,78,67,105,94,89,93,89,76,82,52
,,,,,19,17,17,20,22,17,17,26,20,20,14,30
,,,,,5,1,3,1,1,2,1,1,0,1,2,4
,,,,,32,40,26,30,29,13,15,26,19,26,21,34
,,,,,94,90,111,111,101,70,97,165,135,114,155,155
,,,,,37,52,40,23,33,34,24,48,29,45,35,44
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,115,114,117,136,110,127,114,126,110,111,108,116
,,,,,231,212,233,247,255,225,242,234,223,245,239,246
,,,,,17,6,10,8,5,6,8,16,7,7,9,3
,,,,,145,162,190,166,159,170,173,157,137,178,185,169
,,,,,77,63,72,90,85,80,92,83,83,74,74,119
,,,,,153,130,202,160,180,188,202,173,199,221,169,244
,,,,,15,25,7,10,16,14,8,13,5,10,13,5
,,,,,205,175,274,211,169,160,193,195,173,179,255,161
,,,,,0,0,0,0,0,0,4,0,1,2,1,1
,,,,,0,0,0,0,2,6,2,8,6,9,7,7
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Possession of Weapons,Wandsworth,176,,,2,1,3,3,2,3,2,2,2,1,3,3
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1,0,0,0,0,1,0,0,0,0,3,0
,,,,,0,0,0,0,0,0,0,0,0,1,0,0
,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Public Order Offences,Wandsworth,1663,,,1,2,3,2,0,0,2,4,4,3,4,2
,,,,,3,0,6,0,2,1,5,1,1,1,7,0
,,,,,0,1,0,2,2,0,3,0,2,0,1,2
,,,,,9,5,14,7,7,9,6,3,0,6,8,4
Robbery,Wandsworth,889,,,2,2,5,2,2,0,3,0,3,2,0,2
,,,,,0,0,2,1,3,0,3,0,1,2,0,1
Sexual Offences,Wandsworth,707,,,5,0,2,1,3,1,2,1,2,2,1,2
,,,,,0,0,1,0,0,2,0,0,2,1,1,0
Theft,Wandsworth,6454,,,0,0,2,3,1,3,4,0,1,0,5,0
,,,,,2,0,0,0,0,2,2,4,2,0,2,0
,,,,,7,3,5,2,8,5,12,2,5,4,9,8
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Vehicle Offences,Wandsworth,4214,,,16,12,15,13,16,12,17,9,9,9,10,6
,,,,,0,0,1,2,0,0,1,0,1,3,1,0
,,,,,2,2,4,0,0,0,1,2,0,0,2,0
,,,,,13,12,21,12,15,7,5,11,10,8,16,10
Violence Against the Person,Wandsworth,6652,,,24,32,45,31,26,39,36,33,27,40,32,25
,,,,,94,104,123,107,129,145,150,127,127,136,110,114
,,,,,35,25,38,30,29,36,38,43,26,37,36,34
Arson and Criminal Damage,Westminster,2399,,,0,0,1,0,1,0,0,1,0,0,0,0
,,,,,6,7,10,5,7,10,6,14,8,8,10,7
Burglary,Westminster,4646,,,96,100,109,121,112,114,91,93,105,129,150,146
,,,,,37,35,45,29,31,58,46,43,37,25,34,27
Drug Offences,Westminster,3406,,,26,33,16,23,31,32,32,24,28,34,35,34
,,,,,84,102,117,144,164,184,157,131,144,125,119,85
Miscellaneous Crimes Against Society,Westminster,403,,,391,422,528,474,449,437,431,376,364,417,370,364
,,,,,82,69,75,84,99,79,94,83,71,94,78,107
,,,,,147,163,251,149,140,194,119,130,110,153,153,146
,,,,,1,1,4,4,3,1,2,2,2,4,3,5
,,,,,45,41,48,39,40,53,35,59,66,57,93,64
,,,,,188,153,174,173,176,203,206,234,245,273,258,246
,,,,,101,95,80,74,109,101,88,73,65,101,105,58
,,,,,2,1,0,1,1,1,0,0,0,0,2,0
,,,,,220,198,282,237,280,289,280,262,235,250,216,217
,,,,,431,462,517,443,521,480,533,448,460,457,474,458
,,,,,6,4,6,5,5,4,5,10,3,3,4,10
,,,,,124,127,151,139,147,128,155,125,148,127,135,117
,,,,,36,25,48,31,38,38,43,41,39,43,51,43
,,,,,177,116,120,115,105,85,95,89,129,177,146,132
,,,,,6,6,6,6,7,15,7,14,4,8,10,8
,,,,,111,84,163,138,169,210,172,147,137,141,119,96
,,,,,0,0,0,0,0,0,1,0,0,0,0,0
,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Possession of Weapons,Westminster,480,,,0,2,1,0,3,0,0,1,0,2,0,0
,,,,,0,0,0,0,0,0,0,0,0,1,1,0
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,0,0,0,1,0,0,1,0,0,0,0,0
,,,,,1,1,1,3,0,0,3,0,0,1,0,0
Public Order Offences,Westminster,3483,,,0,0,0,0,2,0,1,3,1,0,1,1
,,,,,1,3,1,3,1,2,4,0,1,4,2,1
,,,,,0,2,1,2,1,0,1,0,1,0,2,0
,,,,,3,3,6,17,12,12,2,3,9,4,8,2
Robbery,Westminster,4469,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1,0,1,1,1,1,0,2,1,2,2,1
Sexual Offences,Westminster,1155,,,0,0,1,1,0,0,3,1,1,0,0,0
,,,,,3,2,6,0,4,7,2,1,1,1,1,2
Theft,Westminster,46546,,,2,1,3,1,2,0,3,2,0,2,1,1
,,,,,0,1,0,0,2,2,2,0,2,0,1,0
,,,,,8,7,8,6,5,5,3,10,4,4,4,4
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Vehicle Offences,Westminster,4895,,,10,18,14,5,12,9,4,8,3,8,8,6
,,,,,2,0,3,1,4,3,0,0,0,2,1,2
,,,,,1,1,1,3,1,1,3,1,0,1,3,1
,,,,,14,8,16,12,17,4,1,9,5,8,11,3
Violence Against the Person,Westminster,11122,,,7,4,9,9,16,13,7,18,9,18,5,8
,,,,,69,62,66,66,72,87,92,76,61,100,77,64
,,,,,12,20,13,26,13,16,29,26,23,14,26,18
,,,,,0,0,0,1,0,0,0,0,0,0,1,0
,,,,,9,4,5,5,2,5,4,8,3,9,8,6
,,,,,61,60,67,55,78,66,61,51,77,73,63,58
,,,,,27,27,17,31,29,28,21,23,31,28,24,21
,,,,,12,16,11,12,15,21,21,23,17,10,19,9
,,,,,35,33,38,39,53,60,82,74,71,40,42,36
,,,,,238,258,257,255,277,280,238,225,228,216,240,241
,,,,,60,67,51,64,61,63,69,77,79,105,70,84
,,,,,73,71,97,67,64,72,56,39,41,68,76,55
,,,,,3,2,1,5,2,4,4,4,2,5,3,2
,,,,,62,44,47,51,46,48,52,30,60,60,66,37
,,,,,269,207,180,176,219,176,221,229,277,265,260,223
,,,,,93,81,85,79,64,74,87,71,103,107,94,65
,,,,,1,1,1,1,1,0,1,0,0,0,0,1
,,,,,187,152,182,174,202,178,173,184,141,146,182,172
,,,,,353,345,355,294,353,376,328,312,342,297,329,373
,,,,,3,4,1,7,3,5,3,1,6,2,5,6
,,,,,130,137,156,113,149,143,136,131,131,129,126,113
,,,,,88,46,46,49,39,57,61,47,39,54,59,41
,,,,,161,163,206,157,164,200,167,184,186,184,171,154
,,,,,4,4,6,9,6,11,7,4,6,13,7,6
,,,,,67,61,81,70,67,67,109,76,54,70,79,73
,,,,,0,2,0,0,0,0,1,1,0,0,0,0
,,,,,1,0,0,0,1,0,0,1,0,0,0,0
,,,,,0,0,1,0,1,0,1,1,1,2,1,0
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,0,0,1,0,0,0,0,1,0,0,1,0
,,,,,0,0,0,0,0,0,0,1,0,0,0,0
,,,,,0,0,0,1,0,0,0,0,0,1,0,0
,,,,,3,0,1,0,3,1,2,2,3,3,1,1
,,,,,2,1,1,0,0,0,3,1,1,0,2,2
,,,,,2,0,5,1,2,2,0,1,0,1,2,4
,,,,,1,5,10,4,5,8,1,3,4,8,6,1
,,,,,1,3,0,3,3,1,0,2,2,2,3,4
,,,,,6,2,5,4,2,1,5,2,3,0,1,0
,,,,,2,1,0,3,2,2,0,0,1,3,2,5
,,,,,6,0,3,1,1,1,1,1,1,1,2,2
,,,,,0,1,3,1,0,0,0,0,1,0,1,1
,,,,,1,1,0,0,0,1,0,0,0,0,1,1
,,,,,8,2,4,4,1,9,3,4,7,2,3,1
,,,,,0,1,0,0,1,0,0,0,0,0,0,1
,,,,,9,7,12,4,8,6,6,4,9,6,8,6
,,,,,0,0,0,0,0,0,2,0,2,0,1,0
,,,,,0,2,3,1,4,1,2,3,0,1,4,1
,,,,,4,7,5,5,3,5,7,5,6,4,4,6
,,,,,8,13,22,23,14,15,11,22,17,15,13,8
,,,,,63,68,102,94,102,91,109,109,112,130,115,91
,,,,,16,28,25,28,26,24,29,24,17,27,26,26
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,7,10,7,5,8,11,5,9,11,10,3,5
,,,,,52,77,44,52,49,55,47,58,115,102,73,74
,,,,,36,35,41,36,29,47,38,38,41,46,32,38
,,,,,22,16,21,19,29,20,21,19,17,15,16,35
,,,,,76,60,78,95,102,93,82,96,93,100,77,56
,,,,,311,260,248,295,295,260,311,258,259,298,317,286
,,,,,109,95,100,97,146,153,132,108,127,97,97,81
,,,,,47,75,58,60,50,61,66,50,48,63,63,65
,,,,,2,0,3,4,2,2,4,2,4,3,3,3
,,,,,39,42,35,40,23,37,44,58,50,53,35,33
,,,,,178,222,193,203,168,156,207,172,242,342,264,234
,,,,,95,77,102,85,82,83,89,103,89,94,108,105
,,,,,0,1,1,0,1,2,1,1,0,0,0,1
,,,,,192,190,193,168,212,219,233,186,161,225,191,185
,,,,,387,352,355,351,363,380,357,342,357,359,351,335
,,,,,1,3,4,4,11,4,2,5,8,1,8,0
,,,,,194,186,193,200,194,194,207,186,187,266,162,179
,,,,,219,192,166,165,234,204,222,230,232,278,260,195
,,,,,142,122,174,189,140,132,195,202,214,178,199,162
,,,,,7,4,14,11,8,7,10,8,10,10,10,14
,,,,,162,148,288,209,194,257,257,508,316,300,332,322
,,,,,0,0,0,0,0,0,2,0,1,0,0,0
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,2,0,0,0,0,1,0,1,2,0,0,1
,,,,,1,0,0,0,1,0,0,0,0,0,1,0
,,,,,0,0,1,0,0,0,0,0,0,2,0,0
,,,,,0,0,0,0,0,0,2,0,0,0,0,1
,,,,,0,0,0,0,0,0,0,0,0,1,1,1
,,,,,2,3,0,4,1,1,1,5,2,6,3,2
,,,,,6,0,3,4,2,5,6,6,4,5,7,7
,,,,,4,5,3,4,5,7,4,2,10,6,4,5
,,,,,2,3,3,2,3,2,7,1,3,4,4,1
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,16,7,6,2,4,7,6,7,5,7,5,4
,,,,,1,2,4,1,1,1,0,3,1,0,0,0
,,,,,1,1,3,1,1,3,1,2,2,2,4,0
,,,,,3,1,1,1,0,1,3,2,1,2,1,2
,,,,,1,1,1,3,2,2,4,3,2,3,2,0
,,,,,3,2,2,3,3,1,3,2,4,24,1,1
,,,,,0,0,0,0,0,1,0,0,0,1,0,0
,,,,,12,18,19,12,21,10,20,29,17,19,20,13
,,,,,1,2,2,1,0,1,1,1,1,1,3,0
,,,,,4,3,6,2,5,7,9,8,9,4,10,14
,,,,,10,11,25,14,13,11,13,17,15,11,12,21
,,,,,17,35,42,40,28,32,23,36,43,32,22,30
,,,,,163,170,177,171,186,211,205,232,198,202,166,184
,,,,,72,63,64,71,57,71,96,74,77,68,58,63
,,,,,0,0,0,1,0,1,2,0,0,0,0,0
,,,,,15,16,16,18,33,10,14,27,19,13,16,20
,,,,,318,325,321,393,351,392,395,346,309,359,314,429
,,,,,54,59,72,74,62,66,74,72,68,52,69,58
,,,,,23,19,33,29,30,46,24,33,27,35,31,45
,,,,,92,101,108,157,163,144,170,182,167,131,92,77
,,,,,1845,1853,1962,2165,2102,2046,1986,1871,1903,1986,1981,2265
,,,,,391,383,401,407,405,353,401,410,346,403,366,359
,,,,,1169,1554,1773,1659,1282,1345,1289,1155,927,1367,1321,1531
,,,,,2,1,0,3,3,4,1,0,4,1,1,3
,,,,,62,67,37,44,55,39,39,30,33,40,36,37
,,,,,356,287,334,266,284,304,266,250,270,352,300,382
,,,,,65,48,54,71,51,57,71,63,55,56,58,53
,,,,,1,0,2,0,0,0,0,0,1,0,0,0
,,,,,326,288,317,312,336,330,361,408,313,328,364,363
,,,,,515,526,589,510,579,614,599,666,576,661,606,631
